
Line_#	Simulink_#	Time	AcuitySize	Right_Wrong
181	782817	341789	3	True
182	785344	344421	-1	Show Acuity
183	786344	345463	11	True
184	788825	348047	-1	Show Acuity
185	789751	349013	8	True
186	791817	351165	-1	Show Acuity
187	792819	352208	8	True
188	795398	354895	-1	Show Acuity
189	796437	355977	6	True
190	799184	358839	-1	Show Acuity
191	800192	359889	4	True
192	802944	362756	-1	Show Acuity
193	804364	364236	9	True
194	806837	366812	-1	Show Acuity
195	807864	367881	10	True
196	810231	370347	-1	Show Acuity
197	811150	371305	8	True
198	814038	374313	-1	Show Acuity
199	815164	375486	2	True
200	817417	377833	-1	Show Acuity
201	818751	379223	2	True
202	820865	381424	-1	Show Acuity
203	822024	382632	1	True
204	824657	385375	-1	Show Acuity
205	825550	386306	5	True
206	827923	388778	-1	Show Acuity
207	829017	389917	3	True
208	831430	392431	-1	Show Acuity
209	833050	394118	9	True
210	835536	396709	-1	Show Acuity
211	836604	397821	11	True
212	839437	400772	-1	Show Acuity
213	840743	402133	1	False
214	842963	404445	-1	Show Acuity
215	843936	405459	6	True
216	846264	407884	-1	Show Acuity
217	847263	408925	10	True
218	849517	411272	-1	Show Acuity
219	850417	412210	8	True
220	852984	414884	-1	Show Acuity
221	854056	416002	10	True
222	856616	418668	-1	Show Acuity
223	858663	420800	2	True
224	861177	423420	-1	Show Acuity
225	862637	424941	7	True
226	864949	427349	-1	Show Acuity
227	866310	428767	5	True
228	868757	431316	-1	Show Acuity
229	872356	435065	1	False
230	874416	437211	-1	Show Acuity
231	875569	438413	0	False
232	878143	441093	-1	Show Acuity
233	879778	442796	1	False
234	882176	445295	-1	Show Acuity
235	883676	446857	5	True
236	885662	448927	-1	Show Acuity
237	887189	450517	0	False
238	889796	453233	-1	Show Acuity
239	891222	454719	8	True
240	894749	458393	-1	Show Acuity
241	899376	463213	7	True
242	901589	465518	-1	Show Acuity
243	903436	467443	2	True
244	905749	469852	-1	Show Acuity
245	906936	471088	4	True
246	909202	473449	-1	Show Acuity
247	910256	474547	11	True
248	913002	477408	-1	Show Acuity
249	914896	479380	5	True
250	917382	481971	-1	Show Acuity
251	918629	483269	1	False
252	921302	486054	-1	Show Acuity
253	922409	487208	10	True
254	924990	489896	-1	Show Acuity
255	926496	491465	4	True
256	928915	493985	-1	Show Acuity
257	929963	495076	11	True
258	932848	498083	-1	Show Acuity
259	935029	500354	1	True
260	937735	503174	-1	Show Acuity
261	938855	504340	7	True
262	941042	506619	-1	Show Acuity
263	943109	508772	0	False
264	945228	510979	-1	Show Acuity
265	946435	512236	7	True
266	948815	514716	-1	Show Acuity
267	949883	515828	0	False
268	952315	518362	-1	Show Acuity
269	953942	520056	5	True
270	956381	522598	-1	Show Acuity
271	957681	523952	7	True
272	959661	526015	-1	Show Acuity
273	960922	527328	0	False
274	963195	529695	-1	Show Acuity
275	964468	531022	6	True
276	967275	533946	-1	Show Acuity
277	968889	535628	3	True
278	971162	537995	-1	Show Acuity
279	972248	539127	9	True
280	974702	541683	-1	Show Acuity
281	975868	542898	4	True
282	978128	545252	-1	Show Acuity
283	979208	546377	11	True
284	981495	548760	-1	Show Acuity
285	982515	549822	3	True
286	984681	552079	-1	Show Acuity
287	985635	553072	8	True
288	987562	555080	-1	Show Acuity
289	988568	556128	11	True
290	start	990848	558503.07	PostDynamicAcuity
291	1002128	570254	-1	Show Acuity
292	1003482	571664	3	True
293	1005854	574136	-1	Show Acuity
294	1006828	575150	0	False
295	1009794	578240	-1	Show Acuity
296	1010768	579254	9	True
297	1013521	582122	-1	Show Acuity
298	1014681	583331	6	True
299	1017580	586352	-1	Show Acuity
300	1018461	587268	6	True
301	1021161	590081	-1	Show Acuity
302	1022089	591048	7	True
303	1024974	594054	-1	Show Acuity
304	1026061	595186	9	True
305	1028407	597630	-1	Show Acuity
306	1029422	598687	2	True
307	1032375	601764	-1	Show Acuity
308	1033294	602721	4	True
309	1035847	605380	-1	Show Acuity
310	1036681	606249	6	True
311	1039534	609221	-1	Show Acuity
312	1040481	610208	3	True
313	1043553	613409	-1	Show Acuity
314	1044608	614507	2	True
315	1046827	616819	-1	Show Acuity
316	1047827	617860	5	True
317	1050088	620216	-1	Show Acuity
318	1051214	621389	10	True
319	1053754	624034	-1	Show Acuity
320	1054807	625132	4	True
321	1057627	628069	-1	Show Acuity
322	1058733	629222	10	True
323	1061860	632479	-1	Show Acuity
324	1062773	633431	9	True
325	1065800	636584	-1	Show Acuity
326	1066633	637452	3	True
327	1069260	640188	-1	Show Acuity
328	1070180	641147	11	True
329	1072573	643640	-1	Show Acuity
330	1073407	644508	8	True
331	1075767	646966	-1	Show Acuity
332	1076640	647876	8	True
333	1079273	650619	-1	Show Acuity
334	1080407	651800	6	True
335	1082560	654043	-1	Show Acuity
336	1083501	655023	4	True
337	1085953	657578	-1	Show Acuity
338	1086833	658495	9	True
339	1089233	660995	-1	Show Acuity
340	1090213	662016	10	True
341	1092680	664585	-1	Show Acuity
342	1093660	665606	8	True
343	1096226	668280	-1	Show Acuity
344	1097086	669176	2	True
345	1100127	672344	-1	Show Acuity
346	1101086	673343	2	True
347	1103440	675795	-1	Show Acuity
348	1104374	676768	1	True
349	1107206	679718	-1	Show Acuity
350	1108539	681107	5	True
351	1110820	683482	-1	Show Acuity
352	1112479	685211	3	False
353	1114853	687684	-1	Show Acuity
354	1115646	688510	9	True
355	1117874	690831	-1	Show Acuity
356	1118673	691664	11	True
357	1121480	694588	-1	Show Acuity
358	1122613	695768	1	True
359	1125906	699198	-1	Show Acuity
360	1127213	700559	6	True
361	1130559	704046	-1	Show Acuity
362	1131513	705040	10	True
363	1135126	708803	-1	Show Acuity
364	1136219	709942	8	True
365	1138632	712456	-1	Show Acuity
366	1139660	713526	10	True
367	1142586	716574	-1	Show Acuity
368	1143485	717512	2	True
369	1146412	720561	-1	Show Acuity
370	1147319	721505	7	True
371	1149753	724041	-1	Show Acuity
372	1150586	724908	5	True
373	1153639	728089	-1	Show Acuity
374	1155593	730124	1	False
375	1158226	732867	-1	Show Acuity
376	1159285	733971	0	False
377	1161586	736367	-1	Show Acuity
378	1162573	737396	1	True
379	1165212	740145	-1	Show Acuity
380	1168238	743298	5	False
381	1170972	746146	-1	Show Acuity
382	1172106	747327	0	False
383	1174872	750208	-1	Show Acuity
384	1175999	751382	8	True
385	1179226	754744	-1	Show Acuity
386	1180359	755924	7	True
387	1182905	758576	-1	Show Acuity
388	1184058	759778	2	True
389	1186211	762021	-1	Show Acuity
390	1187139	762987	4	True
391	1190092	766063	-1	Show Acuity
392	1190985	766994	11	True
393	1193498	769612	-1	Show Acuity
394	1194619	770780	5	True
395	1197411	773688	-1	Show Acuity
396	1199038	775383	1	True
397	1201738	778196	-1	Show Acuity
398	1202665	779161	10	True
399	1205211	781814	-1	Show Acuity
400	1206111	782751	4	True
401	1208445	785182	-1	Show Acuity
402	1209271	786043	11	True
403	1211678	788550	-1	Show Acuity
404	1213592	790544	1	True
405	1216491	793565	-1	Show Acuity
406	1217405	794516	7	True
407	1220264	797495	-1	Show Acuity
408	1221811	799107	0	False
409	1224871	802294	-1	Show Acuity
410	1225978	803447	7	True
411	1228371	805940	-1	Show Acuity
412	1229826	807455	0	False
413	1232511	810253	-1	Show Acuity
414	1233684	811475	5	True
415	1236038	813927	-1	Show Acuity
416	1237144	815080	7	True
417	1239498	817531	-1	Show Acuity
418	1241598	819719	0	False
419	1244312	822547	-1	Show Acuity
420	1245298	823574	6	True
421	1247971	826358	-1	Show Acuity
422	1249165	827602	3	True
423	1251731	830275	-1	Show Acuity
424	1252571	831151	9	True
425	1254946	833624	-1	Show Acuity
426	1255958	834679	4	True
427	1259005	837852	-1	Show Acuity
428	1259871	838755	11	True
429	1262991	842006	-1	Show Acuity
430	1264045	843103	3	False
431	1266744	845915	-1	Show Acuity
432	1267665	846874	8	True
433	1270192	849506	-1	Show Acuity
434	1271117	850471	11	True
435	start	1273498	852951.03	PostDynamicAcuity
436	1280891	860652	-1	Show Acuity
437	1282118	861930	3	True
438	1285204	865145	-1	Show Acuity
439	1286424	866416	0	False
440	1288612	868695	-1	Show Acuity
441	1289510	869632	9	True
442	1291291	871486	-1	Show Acuity
443	1292244	872479	6	True
444	1294724	875063	-1	Show Acuity
445	1296684	877105	6	True
446	1299370	879903	-1	Show Acuity
447	1300857	881452	7	True
448	1302997	883681	-1	Show Acuity
449	1304005	884732	9	True
450	1305824	886626	-1	Show Acuity
451	1306838	887682	2	True
452	1308937	889869	-1	Show Acuity
453	1310199	891183	4	True
454	1312904	894002	-1	Show Acuity
455	1314404	895564	6	True
456	1316643	897897	-1	Show Acuity
457	1318097	899411	3	True
458	1320576	901995	-1	Show Acuity
459	1321844	903315	2	True
460	1324663	906252	-1	Show Acuity
461	1325883	907523	5	True
462	1327977	909703	-1	Show Acuity
463	1329044	910815	10	True
464	1331696	913579	-1	Show Acuity
465	1332883	914815	4	False
466	1335136	917162	-1	Show Acuity
467	1336197	918267	10	True
468	1344930	927364	-1	Show Acuity
469	1345751	928219	9	True
470	1348136	930704	-1	Show Acuity
471	1349130	931739	3	True
472	1351563	934274	-1	Show Acuity
473	1353303	936087	11	True
474	1355450	938323	-1	Show Acuity
475	1356797	939727	8	True
476	1358564	941567	-1	Show Acuity
477	1359762	942816	8	True
478	1361582	944712	-1	Show Acuity
479	1362710	945887	6	True
480	1365629	948928	-1	Show Acuity
481	1366710	950053	4	True
482	1368977	952415	-1	Show Acuity
483	1369996	953477	9	True
484	1372456	956039	-1	Show Acuity
485	1373536	957164	10	True
486	1375596	959310	-1	Show Acuity
487	1376610	960367	8	True
488	1379496	963373	-1	Show Acuity
489	1380429	964345	2	True
490	1383229	967262	-1	Show Acuity
491	1384496	968582	2	False
492	1388376	972624	-1	Show Acuity
493	1389522	973818	1	False
494	1392443	976860	-1	Show Acuity
495	1393496	977957	5	False
496	1396395	980978	-1	Show Acuity
497	1397336	981957	3	True
498	1399729	984451	-1	Show Acuity
499	1400543	985299	9	True
500	1402989	987847	-1	Show Acuity
501	1403882	988777	11	True
502	1406275	991271	-1	Show Acuity
503	1407623	992674	1	True
504	1410123	995279	-1	Show Acuity
505	1411362	996569	6	True
506	1413488	998785	-1	Show Acuity
507	1414755	1000104	10	True
508	1418542	1004049	-1	Show Acuity
509	1419602	1005153	8	True
510	1422709	1008390	-1	Show Acuity
511	1423668	1009389	10	True
512	1426022	1011841	-1	Show Acuity
513	1426975	1012834	2	True
514	1429062	1015008	-1	Show Acuity
515	1430042	1016029	7	True
516	1432610	1018704	-1	Show Acuity
517	1433622	1019758	5	False
518	1436295	1022543	-1	Show Acuity
519	1437355	1023647	1	False
520	1440688	1027119	-1	Show Acuity
521	1441748	1028224	0	True
522	1443995	1030564	-1	Show Acuity
523	1445008	1031620	1	False
524	1447495	1034210	-1	Show Acuity
525	1448449	1035204	5	True
526	1450781	1037634	-1	Show Acuity
527	1451635	1038523	0	False
528	1454402	1041405	-1	Show Acuity
529	1455395	1042440	8	True
530	1458161	1045322	-1	Show Acuity
531	1459268	1046475	7	True
532	1461801	1049114	-1	Show Acuity
533	1463088	1050454	2	True
534	1465234	1052691	-1	Show Acuity
535	1466822	1054344	4	True
536	1469928	1057580	-1	Show Acuity
537	1471568	1059288	11	True
538	1473868	1061684	-1	Show Acuity
539	1475121	1062990	5	False
540	1478508	1066518	-1	Show Acuity
541	1479828	1067893	1	False
542	1482114	1070275	-1	Show Acuity
543	1483414	1071629	10	True
544	1486081	1074407	-1	Show Acuity
545	1487655	1076047	4	False
546	1490168	1078664	-1	Show Acuity
547	1491096	1079631	11	True
548	1493454	1082088	-1	Show Acuity
549	1494394	1083067	1	True
550	1496222	1084971	-1	Show Acuity
551	1497188	1085978	7	True
552	1499888	1088791	-1	Show Acuity
553	1501021	1089970	0	True
554	1503180	1092220	-1	Show Acuity
555	1504140	1093221	7	True
556	1506227	1095394	-1	Show Acuity
557	1507307	1096519	0	False
558	1509514	1098818	-1	Show Acuity
559	1510989	1100354	5	True
560	1513321	1102784	-1	Show Acuity
561	1514381	1103888	7	True
562	1516748	1106354	-1	Show Acuity
563	1517835	1107487	0	False
564	1520754	1110527	-1	Show Acuity
565	1521834	1111652	6	True
566	1524700	1114639	-1	Show Acuity
567	1525767	1115750	3	True
568	1527967	1118042	-1	Show Acuity
569	1529340	1119472	9	True
570	1531214	1121424	-1	Show Acuity
571	1532341	1122598	4	True
572	1535267	1125646	-1	Show Acuity
573	1536282	1126703	11	True
574	1539093	1129632	-1	Show Acuity
575	1540140	1130723	3	True
576	1542920	1133619	-1	Show Acuity
577	1543787	1134521	8	False
578	1546847	1137709	-1	Show Acuity
579	1547962	1138870	11	True

