
Line_#	Simulink_#	Time	AcuitySize	Right_Wrong
83	198289	150571	-1	Show Acuity
84	200336	152703	0	False
85	201616	154037	-1	Show Acuity
86	202935	155412	7	True
87	204669	157217	-1	Show Acuity
88	206022	158627	9	True
89	207635	160308	-1	Show Acuity
90	208962	161690	9	True
91	211015	163829	-1	Show Acuity
92	212288	165155	9	True
93	214321	167274	-1	Show Acuity
94	215602	168607	6	True
95	216848	169905	-1	Show Acuity
96	218108	171218	8	True
97	219735	172913	-1	Show Acuity
98	221375	174621	0	False
99	222828	176135	-1	Show Acuity
100	224141	177503	5	True
101	225622	179045	-1	Show Acuity
102	226922	180399	5	True
103	228242	181774	-1	Show Acuity
104	229721	183316	3	True
105	231048	184698	-1	Show Acuity
106	232341	186045	2	True
107	233695	187455	-1	Show Acuity
108	235148	188969	2	True
109	236808	190698	-1	Show Acuity
110	238088	192032	5	True
111	239321	193317	-1	Show Acuity
112	241735	195831	4	True
113	243268	197428	-1	Show Acuity
114	244568	198782	7	True
115	246194	200477	-1	Show Acuity
116	247641	201984	3	True
117	249775	204206	-1	Show Acuity
118	251047	205532	5	True
119	253181	207755	-1	Show Acuity
120	254441	209068	2	True
121	256048	210741	-1	Show Acuity
122	257375	212123	6	True
123	258948	213763	-1	Show Acuity
124	260262	215131	9	True
125	261582	216506	-1	Show Acuity
126	263181	218172	5	True
127	264854	219915	-1	Show Acuity
128	266348	221472	9	True
129	268001	223193	-1	Show Acuity
130	269527	224783	2	True
131	271014	226333	-1	Show Acuity
132	272401	227777	4	True
133	274248	229701	-1	Show Acuity
134	275574	231083	2	True
135	276954	232520	-1	Show Acuity
136	278508	234138	4	True
137	280515	236229	-1	Show Acuity
138	281941	237715	1	False
139	283414	239250	-1	Show Acuity
140	284867	240764	8	True
141	286361	242319	-1	Show Acuity
142	288281	244320	0	False
143	290101	246215	-1	Show Acuity
144	291440	247611	3	True
145	293487	249743	-1	Show Acuity
146	294854	251167	9	True
147	296181	252549	-1	Show Acuity
148	297461	253883	7	True
149	299500	256008	-1	Show Acuity
150	300760	257320	2	True
151	302107	258723	-1	Show Acuity
152	303447	260119	7	True
153	304848	261578	-1	Show Acuity
154	306394	263189	0	False
155	308327	265203	-1	Show Acuity
156	309614	266543	0	False
157	311500	268509	-1	Show Acuity
158	312807	269870	1	False
159	314214	271335	-1	Show Acuity
160	315700	272884	9	True
161	317014	274252	-1	Show Acuity
162	318314	275606	8	True
163	320274	277649	-1	Show Acuity
164	321573	279002	2	True
165	322907	280391	-1	Show Acuity
166	324227	281766	4	True
167	325920	283530	-1	Show Acuity
168	327233	284898	1	True
169	328967	286704	-1	Show Acuity
170	330287	288080	0	False
171	331693	289544	-1	Show Acuity
172	332994	290899	7	True
173	334714	292691	-1	Show Acuity
174	335987	294017	2	True
175	338074	296191	-1	Show Acuity
176	339387	297559	6	True
177	340673	298899	-1	Show Acuity
178	341947	300226	1	False
179	343313	301650	-1	Show Acuity
180	344553	302941	1	False
181	start	349320	307907.41	DynamicAcuity
182	361413	320505	-1	Show Acuity
183	362406	321539	3	True
184	365193	324443	-1	Show Acuity
185	366079	325366	4	True
186	368566	327956	-1	Show Acuity
187	369567	328999	2	False
188	371893	331422	-1	Show Acuity
189	372733	332297	3	True
190	375366	335040	-1	Show Acuity
191	376586	336311	3	False
192	382647	342625	-1	Show Acuity
193	383959	343992	0	False
194	387240	347409	-1	Show Acuity
195	387966	348166	6	True
196	390933	351256	-1	Show Acuity
197	391893	352256	0	False
198	402806	363625	-1	Show Acuity
199	404359	365243	7	True
200	407006	368000	-1	Show Acuity
201	408152	369195	1	False
202	410692	371841	-1	Show Acuity
203	411672	372862	7	False
204	418873	380363	-1	Show Acuity
205	420033	381571	1	False
206	422726	384376	-1	Show Acuity
207	423573	385259	5	True
208	426772	388592	-1	Show Acuity
209	428139	390016	3	True
210	431032	393030	-1	Show Acuity
211	431985	394023	4	True
212	435112	397280	-1	Show Acuity
213	436039	398246	8	True
214	438713	401031	-1	Show Acuity
215	439679	402037	6	True
216	447252	409926	-1	Show Acuity
217	448193	410906	8	True
218	450492	413302	-1	Show Acuity
219	451352	414197	8	True
220	454299	417267	-1	Show Acuity
221	455152	418156	7	True
222	457912	421031	-1	Show Acuity
223	458725	421879	6	True
224	466086	429546	-1	Show Acuity
225	467171	430678	7	True
226	470265	433900	-1	Show Acuity
227	471139	434810	5	True
228	473678	437456	-1	Show Acuity
229	474472	438283	3	True
230	477311	441241	-1	Show Acuity
231	478351	442324	0	False
232	481545	445651	-1	Show Acuity
233	482244	446380	9	True
234	484805	449047	-1	Show Acuity
235	485585	449859	4	True
236	488111	452492	-1	Show Acuity
237	488905	453318	6	True
238	491978	456520	-1	Show Acuity
239	492784	457360	8	True
240	495711	460409	-1	Show Acuity
241	496471	461200	8	True
242	499065	463902	-1	Show Acuity
243	500125	465006	9	True
244	502851	467847	-1	Show Acuity
245	503845	468882	4	True
246	506897	472062	-1	Show Acuity
247	508258	473479	3	True
248	515118	480626	-1	Show Acuity
249	516244	481799	1	False
250	518924	484591	-1	Show Acuity
251	520384	486112	4	True
252	527298	493314	-1	Show Acuity
253	528137	494188	5	True
254	530871	497036	-1	Show Acuity
255	531664	497862	8	True
256	533844	500133	-1	Show Acuity
257	534751	501078	1	True
258	537598	504043	-1	Show Acuity
259	538457	504939	5	True
260	540884	507467	-1	Show Acuity
261	541684	508300	6	True
262	544184	510905	-1	Show Acuity
263	545104	511863	6	True
264	547150	513995	-1	Show Acuity
265	548217	515107	0	False
266	554610	521767	-1	Show Acuity
267	555631	522829	7	True
268	558337	525649	-1	Show Acuity
269	559657	527023	9	True
270	562937	530441	-1	Show Acuity
271	564850	532434	9	True
272	577264	545365	-1	Show Acuity
273	578257	546400	9	True
274	580550	548789	-1	Show Acuity
275	581477	549755	6	True
276	583617	551984	-1	Show Acuity
277	584430	552831	8	True
278	586657	555150	-1	Show Acuity
279	587664	556199	0	False
280	594456	563276	-1	Show Acuity
281	595331	564187	5	True
282	597610	566561	-1	Show Acuity
283	598390	567373	5	True
284	600584	569659	-1	Show Acuity
285	601516	570630	3	True
286	603737	572943	-1	Show Acuity
287	604696	573943	2	True
288	610883	580388	-1	Show Acuity
289	611977	581527	2	False
290	614716	584381	-1	Show Acuity
291	615463	585159	5	True
292	618563	588388	-1	Show Acuity
293	619349	589208	4	True
294	622036	592007	-1	Show Acuity
295	622896	592903	7	True
296	625110	595208	-1	Show Acuity
297	626050	596189	3	False
298	628710	598959	-1	Show Acuity
299	629749	600042	5	True
300	637042	607639	-1	Show Acuity
301	637963	608598	2	False
302	640816	611571	-1	Show Acuity
303	641876	612675	6	True
304	644229	615126	-1	Show Acuity
305	645009	615938	9	True
306	656336	627738	-1	Show Acuity
307	657216	628655	5	True
308	659989	631544	-1	Show Acuity
309	660782	632370	9	True
310	663556	635259	-1	Show Acuity
311	664669	636419	2	True
312	667868	639753	-1	Show Acuity
313	669389	641336	4	False
314	676216	648447	-1	Show Acuity
315	677315	649593	2	False
316	680542	652955	-1	Show Acuity
317	681636	654094	4	True
318	688082	660810	-1	Show Acuity
319	689635	662427	1	False
320	692008	664900	-1	Show Acuity
321	692882	665810	8	True
322	695388	668421	-1	Show Acuity
323	697175	670282	0	False
324	703302	676665	-1	Show Acuity
325	704288	677692	3	True
326	706488	679984	-1	Show Acuity
327	707475	681012	9	True
328	709955	683595	-1	Show Acuity
329	710822	684498	7	True
330	713242	687019	-1	Show Acuity
331	714128	687943	2	True
332	720408	694485	-1	Show Acuity
333	721381	695499	7	True
334	724035	698263	-1	Show Acuity
335	725908	700215	0	False
336	728295	702701	-1	Show Acuity
337	729295	703742	0	True
338	732248	706819	-1	Show Acuity
339	733368	707986	1	False
340	740088	714986	-1	Show Acuity
341	741221	716167	9	True
342	744428	719507	-1	Show Acuity
343	745408	720528	8	True
344	747595	722806	-1	Show Acuity
345	748534	723785	2	False
346	750801	726147	-1	Show Acuity
347	751695	727078	4	True
348	757914	733557	-1	Show Acuity
349	759341	735043	1	False
350	762028	737841	-1	Show Acuity
351	763028	738883	0	False
352	765368	741321	-1	Show Acuity
353	766114	742099	7	True
354	768641	744731	-1	Show Acuity
355	769681	745814	2	True
356	772467	748717	-1	Show Acuity
357	773374	749661	6	True
358	776134	752537	-1	Show Acuity
359	777174	753620	1	False
360	782767	759447	-1	Show Acuity
361	783787	760510	1	False
362	start	785968	762780.68	PostDynamicAcuity
363	793881	771024	-1	Show Acuity
364	795034	772226	3	True
365	797487	774781	-1	Show Acuity
366	798341	775671	4	True
367	801481	778941	-1	Show Acuity
368	802361	779859	2	True
369	805340	782962	-1	Show Acuity
370	806440	784108	3	True
371	809593	787393	-1	Show Acuity
372	810587	788428	3	True
373	812920	790859	-1	Show Acuity
374	814134	792122	0	False
375	816714	794810	-1	Show Acuity
376	817547	795678	6	True
377	819967	798199	-1	Show Acuity
378	820867	799137	0	False
379	833054	811832	-1	Show Acuity
380	833821	812631	7	True
381	836820	815756	-1	Show Acuity
382	837787	816763	1	False
383	841047	820159	-1	Show Acuity
384	841806	820951	7	True
385	852733	832333	-1	Show Acuity
386	853767	833410	1	False
387	856380	836132	-1	Show Acuity
388	857206	836994	5	True
389	859820	839716	-1	Show Acuity
390	860959	840903	3	True
391	864239	844320	-1	Show Acuity
392	865099	845216	4	True
393	867566	847785	-1	Show Acuity
394	868300	848550	8	True
395	870773	851126	-1	Show Acuity
396	871580	851967	6	True
397	873899	854383	-1	Show Acuity
398	874839	855362	8	True
399	878466	859140	-1	Show Acuity
400	879599	860321	8	True
401	883066	863932	-1	Show Acuity
402	884246	865162	7	False
403	887347	868392	-1	Show Acuity
404	888205	869287	6	True
405	891539	872759	-1	Show Acuity
406	892406	873662	7	True
407	895572	876961	-1	Show Acuity
408	896466	877891	5	True
409	899019	880552	-1	Show Acuity
410	899853	881420	3	True
411	902319	883989	-1	Show Acuity
412	903240	884948	0	False
413	906405	888247	-1	Show Acuity
414	907286	889163	9	True
415	915453	897671	-1	Show Acuity
416	916545	898809	4	True
417	927892	910630	-1	Show Acuity
418	928692	911463	6	True
419	931499	914387	-1	Show Acuity
420	932439	915366	8	True
421	935505	918560	-1	Show Acuity
422	936452	919547	8	True
423	939219	922429	-1	Show Acuity
424	940038	923283	9	True
425	943045	926416	-1	Show Acuity
426	944125	927540	4	True
427	946878	930409	-1	Show Acuity
428	948318	931908	3	True
429	951125	934832	-1	Show Acuity
430	952285	936041	1	True
431	954871	938735	-1	Show Acuity
432	955951	939860	4	True
433	959138	943180	-1	Show Acuity
434	960239	944326	5	True
435	962885	947083	-1	Show Acuity
436	964425	948687	8	True
437	967031	951403	-1	Show Acuity
438	968738	953180	1	False
439	971558	956118	-1	Show Acuity
440	972511	957111	5	True
441	975191	959903	-1	Show Acuity
442	976031	960778	6	True
443	979238	964119	-1	Show Acuity
444	980099	965015	6	True
445	983018	968057	-1	Show Acuity
446	984199	969287	0	False
447	987084	972293	-1	Show Acuity
448	987945	973189	7	True
449	990425	975772	-1	Show Acuity
450	991305	976689	9	True
451	993971	979467	-1	Show Acuity
452	994751	980279	9	True
453	997292	982926	-1	Show Acuity
454	998564	984252	9	True
455	1001711	987530	-1	Show Acuity
456	1002658	988516	6	True
457	1005717	991704	-1	Show Acuity
458	1007377	993433	8	True
459	1009824	995982	-1	Show Acuity
460	1010985	997191	0	False
461	1014337	1000683	-1	Show Acuity
462	1015811	1002219	5	False
463	1025324	1012129	-1	Show Acuity
464	1026151	1012990	5	True
465	1029564	1016546	-1	Show Acuity
466	1030597	1017622	3	True
467	1034137	1021310	-1	Show Acuity
468	1035157	1022372	2	True
469	1041624	1029109	-1	Show Acuity
470	1043037	1030581	2	False
471	1046164	1033838	-1	Show Acuity
472	1047090	1034803	5	True
473	1050110	1037950	-1	Show Acuity
474	1050990	1038866	4	True
475	1053624	1041610	-1	Show Acuity
476	1054583	1042610	7	True
477	1057664	1045818	-1	Show Acuity
478	1058583	1046776	3	True
479	1061730	1050055	-1	Show Acuity
480	1062510	1050867	5	True
481	1065863	1054360	-1	Show Acuity
482	1066783	1055319	2	False
483	1069530	1058180	-1	Show Acuity
484	1070430	1059117	6	True
485	1073210	1062013	-1	Show Acuity
486	1074118	1062959	9	True
487	1077457	1066438	-1	Show Acuity
488	1078490	1067514	5	True
489	1081656	1070813	-1	Show Acuity
490	1082537	1071730	9	True
491	1085117	1074417	-1	Show Acuity
492	1086443	1075799	2	False
493	1089350	1078827	-1	Show Acuity
494	1090650	1080181	4	False
495	1094230	1083911	-1	Show Acuity
496	1096130	1085890	2	True
497	1103510	1093578	-1	Show Acuity
498	1104488	1094599	4	True
499	1106883	1097092	-1	Show Acuity
500	1108003	1098258	1	False
501	1111316	1101710	-1	Show Acuity
502	1112296	1102731	8	True
503	1115176	1105731	-1	Show Acuity
504	1116256	1106856	0	False
505	1118789	1109495	-1	Show Acuity
506	1120003	1110759	3	True
507	1122536	1113398	-1	Show Acuity
508	1123343	1114240	9	True
509	1126209	1117225	-1	Show Acuity
510	1127276	1118336	7	True
511	1130062	1121239	-1	Show Acuity
512	1131516	1122753	2	False
513	1133882	1125219	-1	Show Acuity
514	1134749	1126121	7	True
515	1137662	1129156	-1	Show Acuity
516	1138676	1130212	0	False
517	1141796	1133462	-1	Show Acuity
518	1142703	1134407	0	False
519	1145656	1137483	-1	Show Acuity
520	1147029	1138914	1	True
521	1149915	1141921	-1	Show Acuity
522	1150762	1142803	9	True
523	1157736	1150068	-1	Show Acuity
524	1158615	1150984	8	True
525	1168369	1161144	-1	Show Acuity
526	1169322	1162138	2	False
527	1172322	1165263	-1	Show Acuity
528	1173202	1166179	4	True
529	1175769	1168854	-1	Show Acuity
530	1177502	1170659	1	False
531	1180302	1173576	-1	Show Acuity
532	1181302	1174618	0	False
533	1183568	1176978	-1	Show Acuity
534	1184429	1177875	7	True
535	1187022	1180576	-1	Show Acuity
536	1188255	1181861	2	True
537	1191175	1184902	-1	Show Acuity
538	1192495	1186277	6	True
539	1195288	1189187	-1	Show Acuity
540	1196362	1190306	1	False
541	1199008	1193063	-1	Show Acuity
542	1200115	1194215	1	True
543	start	1201882	1196056.02	PostDynamicAcuity
544	1216095	1210862	-1	Show Acuity
545	1217015	1211821	3	True
546	1222388	1217418	-1	Show Acuity
547	1223388	1218460	4	False
548	1225734	1220904	-1	Show Acuity
549	1226862	1222079	2	True
550	1230241	1225599	-1	Show Acuity
551	1231388	1226795	3	False
552	1234095	1229614	-1	Show Acuity
553	1235014	1230572	3	False
554	1238074	1233759	-1	Show Acuity
555	1239061	1234787	0	False
556	1241468	1237295	-1	Show Acuity
557	1242748	1238628	6	True
558	1245088	1241066	-1	Show Acuity
559	1245981	1241996	0	False
560	1248121	1244225	-1	Show Acuity
561	1249461	1245621	7	True
562	1251968	1248233	-1	Show Acuity
563	1253628	1249962	1	False
564	1256381	1252830	-1	Show Acuity
565	1257761	1254268	7	True
566	1260788	1257421	-1	Show Acuity
567	1261941	1258623	1	False
568	1264414	1261199	-1	Show Acuity
569	1265920	1262768	5	True
570	1268861	1265832	-1	Show Acuity
571	1269747	1266755	3	True
572	1272028	1269130	-1	Show Acuity
573	1273034	1270179	4	True
574	1275834	1273095	-1	Show Acuity
575	1277580	1274915	8	False
576	1280054	1277491	-1	Show Acuity
577	1281433	1278929	6	True
578	1284387	1282005	-1	Show Acuity
579	1285494	1283158	8	True
580	1287913	1285679	-1	Show Acuity
581	1288927	1286735	8	True
582	1291494	1289409	-1	Show Acuity
583	1292501	1290458	7	True
584	1294580	1292624	-1	Show Acuity
585	1295701	1293791	6	True
586	1298347	1296548	-1	Show Acuity
587	1299240	1297478	7	True
588	1301273	1299597	-1	Show Acuity
589	1302247	1300611	5	True
590	1304460	1302916	-1	Show Acuity
591	1306687	1305236	3	True
592	1309367	1308028	-1	Show Acuity
593	1310467	1309173	0	False
594	1313713	1312556	-1	Show Acuity
595	1314793	1313681	9	True
596	1317613	1316619	-1	Show Acuity
597	1318980	1318042	4	True
598	1321447	1320612	-1	Show Acuity
599	1322827	1322049	6	True
600	1326327	1325696	-1	Show Acuity
601	1327300	1326710	8	True
602	1330053	1329578	-1	Show Acuity
603	1331039	1330605	8	True
604	1333660	1333335	-1	Show Acuity
605	1334553	1334265	9	True
606	1336947	1336759	-1	Show Acuity
607	1338000	1337856	4	True
608	1340153	1340099	-1	Show Acuity
609	1341380	1341377	3	True
610	1343933	1344037	-1	Show Acuity
611	1344967	1345113	1	False
612	1347673	1347933	-1	Show Acuity
613	1348759	1349065	4	True
614	1351032	1351433	-1	Show Acuity
615	1352033	1352475	5	True
616	1353906	1354427	-1	Show Acuity
617	1354992	1355558	8	True
618	1357273	1357934	-1	Show Acuity
619	1358312	1359017	1	False
620	1360293	1361079	-1	Show Acuity
621	1361306	1362135	5	False
622	1363992	1364934	-1	Show Acuity
623	1364806	1365781	6	True
624	1367186	1368260	-1	Show Acuity
625	1368233	1369351	6	True
626	1370679	1371899	-1	Show Acuity
627	1371632	1372892	0	False
628	1374346	1375719	-1	Show Acuity
629	1375199	1376608	7	True
630	1377659	1379171	-1	Show Acuity
631	1378519	1380067	9	True
632	1380999	1382650	-1	Show Acuity
633	1381879	1383567	9	True
634	1384766	1386574	-1	Show Acuity
635	1385546	1387387	9	True
636	1388359	1390317	-1	Show Acuity
637	1389366	1391366	6	True
638	1391619	1393713	-1	Show Acuity
639	1392473	1394603	8	True
640	1395072	1397311	-1	Show Acuity
641	1396019	1398297	0	False
642	1400412	1402874	-1	Show Acuity
643	1401473	1403978	5	False
644	1404046	1406659	-1	Show Acuity
645	1405432	1408103	5	True
646	1407839	1410610	-1	Show Acuity
647	1410259	1413131	3	False
648	1413026	1416014	-1	Show Acuity
649	1414259	1417298	2	False
650	1417199	1420361	-1	Show Acuity
651	1418132	1421333	2	False
652	1420445	1423743	-1	Show Acuity
653	1421713	1425063	5	True
654	1424552	1428021	-1	Show Acuity
655	1425499	1429007	4	True
656	1427659	1431257	-1	Show Acuity
657	1429325	1432993	7	True
658	1432171	1435959	-1	Show Acuity
659	1433671	1437521	3	True
660	1436452	1440418	-1	Show Acuity
661	1437452	1441459	5	True
662	1440085	1444202	-1	Show Acuity
663	1441106	1445266	2	False
664	1443772	1448043	-1	Show Acuity
665	1445192	1449522	6	True
666	1448518	1452988	-1	Show Acuity
667	1449351	1453856	9	True
668	1451717	1456321	-1	Show Acuity
669	1452651	1457293	5	True
670	1455778	1460551	-1	Show Acuity
671	1456638	1461447	9	True
672	1458745	1463641	-1	Show Acuity
673	1459805	1464745	2	True
674	1462091	1467127	-1	Show Acuity
675	1462998	1468072	4	True
676	1465778	1470968	-1	Show Acuity
677	1466738	1471968	2	True
678	1469685	1475037	-1	Show Acuity
679	1470551	1475940	4	True
680	1472991	1478482	-1	Show Acuity
681	1473918	1479448	1	False
682	1478924	1484663	-1	Show Acuity
683	1479898	1485677	8	True
684	1482198	1488073	-1	Show Acuity
685	1483344	1489268	0	False
686	1485598	1491615	-1	Show Acuity
687	1486658	1492719	3	False
688	1488757	1494907	-1	Show Acuity
689	1489611	1495796	9	True
690	1493084	1499414	-1	Show Acuity
691	1493892	1500255	7	True
692	1496364	1502831	-1	Show Acuity
693	1497264	1503768	2	False
694	1499851	1506463	-1	Show Acuity
695	1500998	1507658	7	True
696	1503657	1510429	-1	Show Acuity
697	1504637	1511449	0	False
698	1507277	1514199	-1	Show Acuity
699	1508391	1515359	0	False
700	1510844	1517915	-1	Show Acuity
701	1512464	1519603	1	True
702	1514504	1521728	-1	Show Acuity
703	1515964	1523249	9	True
704	1519197	1526617	-1	Show Acuity
705	1520277	1527742	8	True
706	1522831	1530403	-1	Show Acuity
707	1523924	1531541	2	True
708	1526718	1534451	-1	Show Acuity
709	1527864	1535645	4	True
710	1530444	1538333	-1	Show Acuity
711	1531410	1539340	1	False
712	1534090	1542132	-1	Show Acuity
713	1535004	1543083	0	True
714	1537457	1545639	-1	Show Acuity
715	1538478	1546702	7	True
716	1541924	1550292	-1	Show Acuity
717	1542790	1551195	2	True
718	1544810	1553299	-1	Show Acuity
719	1545750	1554278	6	True
720	1547990	1556612	-1	Show Acuity
721	1550477	1559202	1	False
722	1553237	1562077	-1	Show Acuity
723	1554410	1563300	1	False

