
Line_#	Simulink_#	Time	AcuitySize	Right_Wrong
189	4606411	320664	3	True
190	4610351	324768	-1	Show Acuity
191	4611764	326240	3	True
192	4621064	335929	-1	Show Acuity
193	4622511	337436	0	True
194	4626817	341922	-1	Show Acuity
195	4627718	342861	6	True
196	4635237	350693	-1	Show Acuity
197	4636504	352013	0	False
198	4640190	355853	-1	Show Acuity
199	4641032	356730	7	True
200	4644030	359854	-1	Show Acuity
201	4644890	360750	1	False
202	4647970	363958	-1	Show Acuity
203	4648937	364965	7	False
204	4654757	371028	-1	Show Acuity
205	4655803	372118	1	False
206	4658963	375410	-1	Show Acuity
207	4659877	376362	5	False
208	4669777	386675	-1	Show Acuity
209	4670770	387709	3	True
210	4673836	390904	-1	Show Acuity
211	4674664	391766	4	False
212	4678423	395682	-1	Show Acuity
213	4679237	396530	8	True
214	4682916	400363	-1	Show Acuity
215	4683923	401412	6	False
216	4687496	405134	-1	Show Acuity
217	4688243	405912	8	True
218	4691416	409218	-1	Show Acuity
219	4692296	410134	8	False
220	4696463	414475	-1	Show Acuity
221	4697464	415517	7	False
222	4701043	419246	-1	Show Acuity
223	4701889	420128	6	True
224	4704629	422982	-1	Show Acuity
225	4705424	423810	7	True
226	4708316	426823	-1	Show Acuity
227	4709269	427816	5	False
228	4712716	431406	-1	Show Acuity
229	4713516	432240	3	True
230	4716409	435254	-1	Show Acuity
231	4717656	436553	0	False
232	4725009	444213	-1	Show Acuity
233	4725749	444984	9	True
234	4728489	447838	-1	Show Acuity
235	4729302	448685	4	False
236	4732536	452053	-1	Show Acuity
237	4733349	452901	6	True
238	4736235	455908	-1	Show Acuity
239	4737155	456866	8	True
240	4740302	460144	-1	Show Acuity
241	4741076	460950	8	True
242	4747929	468089	-1	Show Acuity
243	4749136	469346	9	True
244	4752009	472340	-1	Show Acuity
245	4752863	473229	4	True
246	4755522	476000	-1	Show Acuity
247	4756495	477013	3	False
248	4768482	489500	-1	Show Acuity
249	4769443	490501	1	False
250	4773022	494230	-1	Show Acuity
251	4774022	495271	4	True
252	4777215	498598	-1	Show Acuity
253	4778209	499634	5	True
254	4781142	502689	-1	Show Acuity
255	4782161	503751	8	True
256	4790068	511988	-1	Show Acuity
257	4791161	513126	1	True
258	4805061	527607	-1	Show Acuity
259	4805882	528461	5	True
260	4816215	539226	-1	Show Acuity
261	4817048	540093	6	True
262	4820768	543969	-1	Show Acuity
263	4821768	545010	6	True
264	4825734	549143	-1	Show Acuity
265	4826935	550394	0	False
266	4832001	555671	-1	Show Acuity
267	4832988	556699	7	True
268	4836528	560386	-1	Show Acuity
269	4837461	561359	9	True
270	4848741	573109	-1	Show Acuity
271	4849755	574165	9	True
272	4854841	579464	-1	Show Acuity
273	4855695	580354	9	True
274	4863321	588298	-1	Show Acuity
275	4864380	589402	6	False
276	4868167	593347	-1	Show Acuity
277	4869021	594236	8	True
278	4871974	597312	-1	Show Acuity
279	4873247	598639	0	False
280	4881627	607368	-1	Show Acuity
281	4882700	608486	5	True
282	4887120	613091	-1	Show Acuity
283	4888007	614015	5	True
284	4892234	618418	-1	Show Acuity
285	4893174	619397	3	True
286	4897100	623487	-1	Show Acuity
287	4898033	624460	2	False
288	4906087	632849	-1	Show Acuity
289	4907121	633926	2	False
290	4910067	636995	-1	Show Acuity
291	4911006	637974	5	True
292	4914366	641474	-1	Show Acuity
293	4915281	642427	4	True
294	4918527	645808	-1	Show Acuity
295	4919413	646732	7	True
296	4922980	650447	-1	Show Acuity
297	4923900	651406	3	True
298	4926793	654420	-1	Show Acuity
299	4927760	655427	5	True
300	4937333	665400	-1	Show Acuity
301	4938220	666323	2	False
302	4947526	676018	-1	Show Acuity
303	4948447	676977	6	True
304	4953679	682428	-1	Show Acuity
305	4954439	683220	9	False
306	4958499	687450	-1	Show Acuity
307	4959613	688609	5	True
308	4963366	692519	-1	Show Acuity
309	4964253	693443	9	True
310	4968092	697443	-1	Show Acuity
311	4969139	698533	2	False
312	4973007	702562	-1	Show Acuity
313	4973806	703395	4	True
314	4977072	706798	-1	Show Acuity
315	4978152	707923	2	True
316	4981886	711812	-1	Show Acuity
317	4982759	712722	4	True
318	4986499	716618	-1	Show Acuity
319	4987647	717813	1	False
320	4991126	721438	-1	Show Acuity
321	4992066	722417	8	True
322	4995566	726063	-1	Show Acuity
323	4996692	727237	0	False
324	5000559	731265	-1	Show Acuity
325	5001439	732182	3	True
326	5005285	736188	-1	Show Acuity
327	5006079	737015	9	True
328	5009185	740251	-1	Show Acuity
329	5009925	741022	7	True
330	5012765	743981	-1	Show Acuity
331	5013692	744946	2	False
332	5016792	748175	-1	Show Acuity
333	5017612	749029	7	True
334	5024512	756218	-1	Show Acuity
335	5025772	757530	0	False
336	5040152	772510	-1	Show Acuity
337	5041272	773677	0	False
338	5044991	777552	-1	Show Acuity
339	5046232	778844	1	False
340	5058738	791872	-1	Show Acuity
341	5059825	793004	9	True
342	5064405	797776	-1	Show Acuity
343	5065284	798692	8	False
344	5070104	803713	-1	Show Acuity
345	5071058	804707	2	True
346	5074751	808554	-1	Show Acuity
347	5075565	809402	4	True
348	5080411	814450	-1	Show Acuity
349	5081444	815526	1	False
350	5089457	823874	-1	Show Acuity
351	5090632	825098	0	False
352	5094204	828819	-1	Show Acuity
353	5095217	829875	7	True
354	5098604	833402	-1	Show Acuity
355	5099664	834507	2	False
356	5103371	838368	-1	Show Acuity
357	5104164	839194	6	True
358	5107964	843153	-1	Show Acuity
359	5108970	844202	1	False
360	5112610	847994	-1	Show Acuity
361	5113584	849008	1	False
362	start	5116604	852153.88	PostDynamicAcuity
363	5140150	876683	-1	Show Acuity
364	5140937	877503	3	True
365	5144897	881628	-1	Show Acuity
366	5145683	882447	4	True
367	5149250	886163	-1	Show Acuity
368	5150583	887552	2	False
369	5159790	897143	-1	Show Acuity
370	5160784	898178	3	True
371	5164263	901802	-1	Show Acuity
372	5165184	902762	3	True
373	5168730	906456	-1	Show Acuity
374	5169776	907546	0	False
375	5174797	912776	-1	Show Acuity
376	5175583	913595	6	True
377	5179130	917290	-1	Show Acuity
378	5180023	918221	0	False
379	5184563	922950	-1	Show Acuity
380	5185336	923755	7	True
381	5201729	940833	-1	Show Acuity
382	5202689	941833	1	False
383	5206436	945736	-1	Show Acuity
384	5207223	946555	7	True
385	5214949	954604	-1	Show Acuity
386	5215889	955584	1	False
387	5219356	959195	-1	Show Acuity
388	5220195	960070	5	True
389	5224009	964043	-1	Show Acuity
390	5224942	965015	3	False
391	5233329	973751	-1	Show Acuity
392	5234169	974626	4	True
393	5238156	978780	-1	Show Acuity
394	5238895	979550	8	True
395	5242602	983412	-1	Show Acuity
396	5243515	984363	6	True
397	5247195	988197	-1	Show Acuity
398	5247955	988988	8	True
399	5251328	992502	-1	Show Acuity
400	5252182	993391	8	True
401	5256075	997447	-1	Show Acuity
402	5256848	998253	7	True
403	5260269	1001816	-1	Show Acuity
404	5260942	1002517	6	True
405	5265095	1006844	-1	Show Acuity
406	5265828	1007607	7	True
407	5269875	1011823	-1	Show Acuity
408	5270622	1012601	5	True
409	5274041	1016163	-1	Show Acuity
410	5274795	1016948	3	False
411	5278709	1021025	-1	Show Acuity
412	5279662	1022019	0	False
413	5283821	1026352	-1	Show Acuity
414	5284542	1027102	9	True
415	5288542	1031269	-1	Show Acuity
416	5289408	1032171	4	True
417	5293215	1036137	-1	Show Acuity
418	5294062	1037019	6	True
419	5298201	1041332	-1	Show Acuity
420	5298888	1042047	8	True
421	5302881	1046207	-1	Show Acuity
422	5304082	1047457	8	True
423	5307862	1051395	-1	Show Acuity
424	5308602	1052166	9	True
425	5312088	1055798	-1	Show Acuity
426	5313041	1056791	4	True
427	5316281	1060166	-1	Show Acuity
428	5317161	1061083	3	True
429	5320741	1064812	-1	Show Acuity
430	5321668	1065778	1	False
431	5325621	1069896	-1	Show Acuity
432	5326348	1070653	4	True
433	5333274	1077869	-1	Show Acuity
434	5334014	1078640	5	True
435	5337887	1082674	-1	Show Acuity
436	5338648	1083467	8	True
437	5342707	1087696	-1	Show Acuity
438	5343501	1088522	1	True
439	5346647	1091800	-1	Show Acuity
440	5347467	1092654	5	True
441	5351207	1096550	-1	Show Acuity
442	5352901	1098314	6	True
443	5356794	1102370	-1	Show Acuity
444	5357687	1103301	6	True
445	5362054	1107850	-1	Show Acuity
446	5363354	1109204	0	False
447	5366867	1112864	-1	Show Acuity
448	5367880	1113920	7	True
449	5371140	1117316	-1	Show Acuity
450	5371914	1118122	9	True
451	5375828	1122198	-1	Show Acuity
452	5376627	1123031	9	True
453	5380761	1127338	-1	Show Acuity
454	5381613	1128226	9	True
455	5385180	1131941	-1	Show Acuity
456	5385880	1132671	6	True
457	5389594	1136539	-1	Show Acuity
458	5390433	1137414	8	True
459	5394860	1142025	-1	Show Acuity
460	5395928	1143138	0	False
461	5399973	1147352	-1	Show Acuity
462	5400960	1148380	5	True
463	5404547	1152116	-1	Show Acuity
464	5405387	1152991	5	True
465	5409526	1157304	-1	Show Acuity
466	5410393	1158207	3	True
467	5413927	1161888	-1	Show Acuity
468	5414813	1162811	2	True
469	5418353	1166499	-1	Show Acuity
470	5419194	1167375	2	True
471	5422220	1170527	-1	Show Acuity
472	5422986	1171325	5	True
473	5429760	1178382	-1	Show Acuity
474	5430539	1179194	4	True
475	5433846	1182639	-1	Show Acuity
476	5434633	1183459	7	True
477	5438993	1188001	-1	Show Acuity
478	5439993	1189042	3	False
479	5444266	1193493	-1	Show Acuity
480	5445066	1194327	5	True
481	5449199	1198633	-1	Show Acuity
482	5450159	1199634	2	True
483	5454273	1203918	-1	Show Acuity
484	5455026	1204702	6	True
485	5458900	1208738	-1	Show Acuity
486	5459553	1209419	9	True
487	5464132	1214189	-1	Show Acuity
488	5464912	1215002	5	True
489	5468519	1218759	-1	Show Acuity
490	5469146	1219412	9	True
491	5473286	1223725	-1	Show Acuity
492	5474106	1224579	2	True
493	5478079	1228718	-1	Show Acuity
494	5478820	1229490	4	True
495	5482605	1233433	-1	Show Acuity
496	5483292	1234149	2	True
497	5486619	1237614	-1	Show Acuity
498	5487439	1238469	4	True
499	5491019	1242198	-1	Show Acuity
500	5491792	1243004	1	True
501	5495092	1246442	-1	Show Acuity
502	5495779	1247157	8	True
503	5499545	1251081	-1	Show Acuity
504	5500478	1252053	0	False
505	5503632	1255338	-1	Show Acuity
506	5504319	1256054	3	True
507	5507865	1259747	-1	Show Acuity
508	5508539	1260450	9	True
509	5512432	1264505	-1	Show Acuity
510	5513106	1265207	7	True
511	5517198	1269470	-1	Show Acuity
512	5517859	1270158	2	True
513	5521772	1274235	-1	Show Acuity
514	5522432	1274922	7	True
515	5526572	1279235	-1	Show Acuity
516	5527665	1280374	0	True
517	5531825	1284707	-1	Show Acuity
518	5535272	1288298	0	False
519	5539292	1292486	-1	Show Acuity
520	5540205	1293437	1	False
521	5544458	1297868	-1	Show Acuity
522	5545359	1298806	9	True
523	5550711	1304382	-1	Show Acuity
524	5551458	1305160	8	True
525	5555978	1309869	-1	Show Acuity
526	5556758	1310681	2	True
527	5560472	1314550	-1	Show Acuity
528	5561232	1315342	4	True
529	5565131	1319404	-1	Show Acuity
530	5566051	1320363	1	True
531	5569771	1324238	-1	Show Acuity
532	5570611	1325112	0	False
533	5574124	1328772	-1	Show Acuity
534	5575344	1330043	7	True
535	5579097	1333953	-1	Show Acuity
536	5580051	1334946	2	True
537	5584804	1339898	-1	Show Acuity
538	5585551	1340676	6	True
539	5589771	1345072	-1	Show Acuity
540	5590824	1346170	1	False
541	5598971	1354656	-1	Show Acuity
542	5600030	1355760	1	False
543	start	5602744	1358586.80	PostDynamicAcuity
544	5632883	1389984	-1	Show Acuity
545	5633744	1390881	3	True
546	5638617	1395957	-1	Show Acuity
547	5639477	1396853	4	True
548	5644164	1401736	-1	Show Acuity
549	5645096	1402707	2	True
550	5649416	1407208	-1	Show Acuity
551	5650337	1408166	3	True
552	5653556	1411521	-1	Show Acuity
553	5654477	1412479	3	True
554	5658437	1416604	-1	Show Acuity
555	5659491	1417702	0	False
556	5662870	1421222	-1	Show Acuity
557	5663823	1422216	6	True
558	5667417	1425959	-1	Show Acuity
559	5668623	1427216	0	False
560	5685209	1444495	-1	Show Acuity
561	5686036	1445356	7	True
562	5689763	1449238	-1	Show Acuity
563	5690649	1450162	1	False
564	5693949	1453600	-1	Show Acuity
565	5694723	1454405	7	False
566	5698716	1458565	-1	Show Acuity
567	5699590	1459475	1	True
568	5703329	1463371	-1	Show Acuity
569	5704149	1464225	5	True
570	5707322	1467531	-1	Show Acuity
571	5708743	1469011	3	True
572	5711763	1472156	-1	Show Acuity
573	5712710	1473143	4	True
574	5715916	1476483	-1	Show Acuity
575	5716716	1477316	8	True
576	5720736	1481504	-1	Show Acuity
577	5721489	1482289	6	False
578	5724776	1485712	-1	Show Acuity
579	5725715	1486692	8	True
580	5729009	1490122	-1	Show Acuity
581	5729809	1490956	8	True
582	5733122	1494407	-1	Show Acuity
583	5733917	1495235	7	True
584	5737042	1498491	-1	Show Acuity
585	5738309	1499811	6	True
586	5741529	1503165	-1	Show Acuity
587	5742382	1504054	7	True
588	5745442	1507242	-1	Show Acuity
589	5746249	1508082	5	True
590	5749182	1511138	-1	Show Acuity
591	5749989	1511978	3	True
592	5753315	1515444	-1	Show Acuity
593	5754255	1516422	0	False
594	5757602	1519909	-1	Show Acuity
595	5758402	1520742	9	True
596	5761182	1523638	-1	Show Acuity
597	5762322	1524827	4	False
598	5766341	1529014	-1	Show Acuity
599	5767182	1529889	6	True
600	5771501	1534389	-1	Show Acuity
601	5772275	1535195	8	True
602	5775641	1538702	-1	Show Acuity
603	5776415	1539507	8	True
604	5780668	1543938	-1	Show Acuity
605	5781349	1544647	9	False
606	5785315	1548779	-1	Show Acuity
607	5786129	1549627	4	True
608	5797568	1561544	-1	Show Acuity
609	5798928	1562960	3	True
610	5802055	1566218	-1	Show Acuity
611	5802854	1567051	1	True
612	5805821	1570141	-1	Show Acuity
613	5807128	1571502	4	True
614	5810581	1575100	-1	Show Acuity
615	5811395	1575947	5	True
616	5815294	1580010	-1	Show Acuity
617	5816034	1580781	8	True
618	5818994	1583864	-1	Show Acuity
619	5819914	1584823	1	False
620	5823721	1588788	-1	Show Acuity
621	5824541	1589643	5	True
622	5827507	1592733	-1	Show Acuity
623	5828507	1593775	6	True
624	5831921	1597330	-1	Show Acuity
625	5832721	1598164	6	True
626	5836807	1602421	-1	Show Acuity
627	5837788	1603442	0	False
628	5842020	1607852	-1	Show Acuity
629	5842948	1608817	7	True
630	5846028	1612027	-1	Show Acuity
631	5846960	1612998	9	True
632	5850594	1616783	-1	Show Acuity
633	5851507	1617734	9	True
634	5854954	1621325	-1	Show Acuity
635	5855807	1622214	9	True
636	5858834	1625367	-1	Show Acuity
637	5859920	1626499	6	True
638	5863414	1630138	-1	Show Acuity
639	5864274	1631034	8	True
640	5867235	1634118	-1	Show Acuity
641	5868480	1635416	0	False
642	5872080	1639166	-1	Show Acuity
643	5873000	1640125	5	True
644	5876534	1643806	-1	Show Acuity
645	5877414	1644723	5	True
646	5880393	1647826	-1	Show Acuity
647	5881367	1648840	3	True
648	5885293	1652931	-1	Show Acuity
649	5886593	1654285	2	False
650	5890620	1658480	-1	Show Acuity
651	5891407	1659299	2	True
652	5895253	1663307	-1	Show Acuity
653	5896133	1664223	5	True
654	5899340	1667564	-1	Show Acuity
655	5900180	1668439	4	True
656	5903507	1671904	-1	Show Acuity
657	5904346	1672779	7	True
658	5907287	1675842	-1	Show Acuity
659	5908186	1676780	3	True
660	5911913	1680662	-1	Show Acuity
661	5912701	1681482	5	True
662	5916233	1685162	-1	Show Acuity
663	5917339	1686315	2	False
664	5920639	1689752	-1	Show Acuity
665	5921494	1690642	6	True
666	5924953	1694246	-1	Show Acuity
667	5925799	1695128	9	True
668	5929239	1698711	-1	Show Acuity
669	5930006	1699510	5	True
670	5932700	1702316	-1	Show Acuity
671	5933512	1703163	9	True
672	5936993	1706788	-1	Show Acuity
673	5937979	1707816	2	True
674	5941146	1711115	-1	Show Acuity
675	5942206	1712219	4	True
676	5945660	1715817	-1	Show Acuity
677	5946586	1716782	2	True
678	5951286	1721678	-1	Show Acuity
679	5952293	1722727	4	True
680	5955306	1725866	-1	Show Acuity
681	5956186	1726782	1	True
682	5959525	1730262	-1	Show Acuity
683	5960246	1731012	8	True
684	5964073	1734999	-1	Show Acuity
685	5964885	1735845	0	False
686	5969805	1740971	-1	Show Acuity
687	5970566	1741763	3	False
688	5974739	1746110	-1	Show Acuity
689	5975406	1746805	9	True
690	5979279	1750840	-1	Show Acuity
691	5980199	1751798	7	True
692	5984279	1756048	-1	Show Acuity
693	5985012	1756812	2	True
694	5988645	1760597	-1	Show Acuity
695	5989345	1761327	7	True
696	5992792	1764917	-1	Show Acuity
697	5993739	1765903	0	False
698	5997785	1770119	-1	Show Acuity
699	5998558	1770924	0	False
700	6002313	1774835	-1	Show Acuity
701	6002973	1775522	1	True
702	6005838	1778508	-1	Show Acuity
703	6006532	1779230	9	True
704	6011092	1783981	-1	Show Acuity
705	6011772	1784689	8	True
706	6015825	1788911	-1	Show Acuity
707	6016531	1789647	2	True
708	6020125	1793391	-1	Show Acuity
709	6020871	1794168	4	True
710	6023998	1797426	-1	Show Acuity
711	6024772	1798231	1	False
712	6028492	1802107	-1	Show Acuity
713	6029278	1802926	0	False
714	6032678	1806468	-1	Show Acuity
715	6033378	1807197	7	True
716	6039312	1813379	-1	Show Acuity
717	6040058	1814156	2	True
718	6044144	1818413	-1	Show Acuity
719	6044804	1819100	6	True
720	6048892	1823358	-1	Show Acuity
721	6049551	1824045	1	False
722	6053404	1828059	-1	Show Acuity
723	6054211	1828900	1	True

