
Line_#	Simulink_#	Time	AcuitySize	Right_Wrong
106	1015185	242882	2	True
107	1017077	244854	-1	Show Acuity
108	1020631	248556	2	True
109	1021897	249875	-1	Show Acuity
110	1023797	251855	5	True
111	1025291	253410	-1	Show Acuity
112	1026871	255056	4	True
113	1028531	256785	-1	Show Acuity
114	1030230	258556	7	True
115	1031924	260320	-1	Show Acuity
116	1033544	262008	3	True
117	1034784	263300	-1	Show Acuity
118	1036351	264932	5	True
119	1037710	266349	-1	Show Acuity
120	1039512	268225	2	True
121	1041144	269925	-1	Show Acuity
122	1043724	272613	6	True
123	1045484	274446	-1	Show Acuity
124	1047303	276342	9	True
125	1048697	277793	-1	Show Acuity
126	1050257	279419	5	True
127	1052223	281467	-1	Show Acuity
128	1053751	283058	9	True
129	1055383	284759	-1	Show Acuity
130	1056870	286308	2	True
131	1058797	288315	-1	Show Acuity
132	1060343	289926	4	True
133	1062517	292191	-1	Show Acuity
134	1063870	293600	2	True
135	1065857	295670	-1	Show Acuity
136	1069090	299038	4	True
137	1071117	301149	-1	Show Acuity
138	1072517	302608	1	True
139	1074003	304156	-1	Show Acuity
140	1075477	305692	8	True
141	1077370	307663	-1	Show Acuity
142	1079297	309671	0	False
143	1080536	310962	-1	Show Acuity
144	1082004	312490	3	True
145	1083523	314074	-1	Show Acuity
146	1084943	315553	9	True
147	1086277	316943	-1	Show Acuity
148	1087650	318373	7	True
149	1089623	320428	-1	Show Acuity
150	1091096	321963	2	True
151	1092469	323393	-1	Show Acuity
152	1093983	324970	7	True
153	1095843	326908	-1	Show Acuity
154	1097176	328296	0	True
155	1098956	330151	-1	Show Acuity
156	1100277	331526	0	True
157	1101970	333290	-1	Show Acuity
158	1103249	334623	1	True
159	1104769	336207	-1	Show Acuity
160	1106037	337527	9	False
161	1107709	339269	-1	Show Acuity
162	1110783	342472	8	True
163	1112229	343978	-1	Show Acuity
164	1114070	345896	2	True
165	1115709	347603	-1	Show Acuity
166	1117129	349082	4	True
167	1118403	350409	-1	Show Acuity
168	1119836	351903	1	True
169	1121609	353750	-1	Show Acuity
170	1124222	356472	0	False
171	1126269	358604	-1	Show Acuity
172	1128309	360729	7	True
173	1130343	362848	-1	Show Acuity
174	1132323	364910	2	True
175	1133796	366445	-1	Show Acuity
176	1135635	368361	6	True
177	1137055	369840	-1	Show Acuity
178	1139102	371973	1	True
179	1140502	373431	-1	Show Acuity
180	1142049	375042	1	True
181	start	1143829	376896.62	DynamicAcuity
182	1157922	391578	-1	Show Acuity
183	1159268	392981	3	True
184	1163568	397460	-1	Show Acuity
185	1166722	400745	4	False
186	1170162	404329	-1	Show Acuity
187	1172155	406405	2	True
188	1175162	409538	-1	Show Acuity
189	1176855	411301	3	True
190	1181328	415961	-1	Show Acuity
191	1183549	418275	3	True
192	1187195	422073	-1	Show Acuity
193	1189341	424309	0	False
194	1192955	428073	-1	Show Acuity
195	1195155	430365	6	True
196	1198821	434185	-1	Show Acuity
197	1201115	436574	0	False
198	1203988	439567	-1	Show Acuity
199	1205435	441075	7	True
200	1209528	445338	-1	Show Acuity
201	1211148	447026	1	False
202	1214175	450179	-1	Show Acuity
203	1215494	451554	7	True
204	1219528	455756	-1	Show Acuity
205	1221055	457346	1	False
206	1224562	461000	-1	Show Acuity
207	1225795	462284	5	True
208	1229054	465680	-1	Show Acuity
209	1230629	467319	3	True
210	1233501	470312	-1	Show Acuity
211	1234814	471680	4	True
212	1238807	475840	-1	Show Acuity
213	1240294	477389	8	True
214	1249834	487327	-1	Show Acuity
215	1251073	488618	6	True
216	1254881	492584	-1	Show Acuity
217	1256060	493813	8	True
218	1260134	498057	-1	Show Acuity
219	1261201	499168	8	True
220	1265034	503161	-1	Show Acuity
221	1266094	504265	7	True
222	1269447	507758	-1	Show Acuity
223	1271394	509786	6	True
224	1274380	512898	-1	Show Acuity
225	1275774	514349	7	True
226	1279494	518224	-1	Show Acuity
227	1280600	519377	5	True
228	1284140	523065	-1	Show Acuity
229	1285407	524384	3	True
230	1289154	528288	-1	Show Acuity
231	1290754	529954	0	False
232	1294220	533566	-1	Show Acuity
233	1295327	534718	9	True
234	1299094	538642	-1	Show Acuity
235	1300460	540066	4	False
236	1303587	543324	-1	Show Acuity
237	1305054	544851	6	True
238	1308313	548247	-1	Show Acuity
239	1309313	549289	8	True
240	1312626	552740	-1	Show Acuity
241	1314293	554476	8	False
242	1317706	558032	-1	Show Acuity
243	1318734	559102	9	True
244	1322260	562776	-1	Show Acuity
245	1323393	563956	4	True
246	1326853	567561	-1	Show Acuity
247	1328100	568860	3	True
248	1332147	573076	-1	Show Acuity
249	1333347	574326	1	True
250	1337066	578200	-1	Show Acuity
251	1338239	579422	4	True
252	1341399	582714	-1	Show Acuity
253	1342573	583937	5	True
254	1345699	587194	-1	Show Acuity
255	1346673	588208	8	True
256	1349679	591340	-1	Show Acuity
257	1351226	592951	1	False
258	1354652	596521	-1	Show Acuity
259	1355734	597647	5	True
260	1359739	601820	-1	Show Acuity
261	1361067	603202	6	True
262	1368226	610660	-1	Show Acuity
263	1369453	611939	6	True
264	1372326	614932	-1	Show Acuity
265	1374139	616820	0	False
266	1377472	620293	-1	Show Acuity
267	1378639	621508	7	False
268	1381666	624661	-1	Show Acuity
269	1382879	625925	9	True
270	1388159	631426	-1	Show Acuity
271	1389152	632460	9	False
272	1391966	635391	-1	Show Acuity
273	1393072	636544	9	True
274	1396785	640412	-1	Show Acuity
275	1397899	641572	6	True
276	1400972	644773	-1	Show Acuity
277	1401992	645836	8	True
278	1405405	649392	-1	Show Acuity
279	1406525	650558	0	True
280	1410032	654211	-1	Show Acuity
281	1411073	655296	5	True
282	1415919	660344	-1	Show Acuity
283	1417098	661573	5	True
284	1421072	665712	-1	Show Acuity
285	1422192	666880	3	True
286	1425905	670747	-1	Show Acuity
287	1426799	671678	2	True
288	1429645	674643	-1	Show Acuity
289	1431052	676109	2	False
290	1434139	679324	-1	Show Acuity
291	1435139	680367	5	True
292	1438438	683804	-1	Show Acuity
293	1439692	685109	4	True
294	1443771	689359	-1	Show Acuity
295	1444778	690408	7	True
296	1448225	693999	-1	Show Acuity
297	1449385	695207	3	True
298	1452418	698367	-1	Show Acuity
299	1456151	702256	5	False
300	1460091	706360	-1	Show Acuity
301	1461538	707868	2	True
302	1464785	711250	-1	Show Acuity
303	1465931	712444	6	True
304	1469791	716465	-1	Show Acuity
305	1471218	717951	9	True
306	1474564	721438	-1	Show Acuity
307	1475584	722500	5	True
308	1483798	731057	-1	Show Acuity
309	1484884	732189	9	True
310	1488971	736446	-1	Show Acuity
311	1490418	737953	2	False
312	1494184	741876	-1	Show Acuity
313	1495311	743050	4	True
314	1498731	746613	-1	Show Acuity
315	1500244	748189	2	True
316	1503097	751162	-1	Show Acuity
317	1504084	752190	4	True
318	1506770	754988	-1	Show Acuity
319	1508098	756371	1	True
320	1511777	760204	-1	Show Acuity
321	1512684	761148	8	True
322	1520937	769746	-1	Show Acuity
323	1522244	771107	0	False
324	1525784	774796	-1	Show Acuity
325	1527063	776128	3	False
326	1530590	779802	-1	Show Acuity
327	1531590	780844	9	True
328	1534670	784053	-1	Show Acuity
329	1535710	785136	7	True
330	1538851	788408	-1	Show Acuity
331	1540477	790101	2	True
332	1544670	794470	-1	Show Acuity
333	1545957	795810	7	False
334	1549836	799852	-1	Show Acuity
335	1551264	801339	0	False
336	1555390	805637	-1	Show Acuity
337	1556630	806929	0	False
338	1560376	810832	-1	Show Acuity
339	1562410	812950	1	False
340	1566030	816721	-1	Show Acuity
341	1567276	818020	9	True
342	1572210	823159	-1	Show Acuity
343	1573403	824402	8	True
344	1576103	827215	-1	Show Acuity
345	1577237	828396	2	True
346	1580803	832111	-1	Show Acuity
347	1581776	833125	4	True
348	1587823	839424	-1	Show Acuity
349	1588990	840640	1	True
350	1592683	844487	-1	Show Acuity
351	1593724	845571	0	True
352	1597376	849376	-1	Show Acuity
353	1598409	850452	7	True
354	1601049	853202	-1	Show Acuity
355	1602369	854578	2	True
356	1610969	863536	-1	Show Acuity
357	1612236	864856	6	True
358	1616182	868967	-1	Show Acuity
359	1617243	870072	1	True
360	1620949	873933	-1	Show Acuity
361	1621862	874884	1	False
362	start	1624749	877891.35	PostDynamicAcuity
363	1639356	893108	-1	Show Acuity
364	1642842	896740	3	True
365	1646743	900803	-1	Show Acuity
366	1647922	902032	4	True
367	1652176	906464	-1	Show Acuity
368	1653263	907595	2	True
369	1657815	912338	-1	Show Acuity
370	1658876	913443	3	False
371	1663975	918755	-1	Show Acuity
372	1665009	919832	3	True
373	1668168	923123	-1	Show Acuity
374	1669290	924291	0	False
375	1672475	927610	-1	Show Acuity
376	1673602	928783	6	True
377	1677568	932916	-1	Show Acuity
378	1678768	934166	0	False
379	1683436	939028	-1	Show Acuity
380	1684601	940242	7	True
381	1689521	945368	-1	Show Acuity
382	1690595	946486	1	True
383	1694741	950806	-1	Show Acuity
384	1695668	951771	7	True
385	1700748	957063	-1	Show Acuity
386	1702016	958384	1	True
387	1706348	962896	-1	Show Acuity
388	1707375	963966	5	True
389	1711754	968529	-1	Show Acuity
390	1712761	969577	3	True
391	1717408	974418	-1	Show Acuity
392	1718428	975480	4	True
393	1722621	979849	-1	Show Acuity
394	1723661	980932	8	True
395	1727188	984606	-1	Show Acuity
396	1728181	985641	6	True
397	1733201	990870	-1	Show Acuity
398	1734101	991808	8	True
399	1737720	995579	-1	Show Acuity
400	1738561	996454	8	True
401	1743141	1001225	-1	Show Acuity
402	1744194	1002322	7	True
403	1748514	1006823	-1	Show Acuity
404	1749340	1007684	6	True
405	1753261	1011767	-1	Show Acuity
406	1754347	1012899	7	True
407	1758334	1017053	-1	Show Acuity
408	1759387	1018150	5	True
409	1763627	1022567	-1	Show Acuity
410	1764814	1023803	3	True
411	1769560	1028748	-1	Show Acuity
412	1771147	1030400	0	False
413	1775147	1034567	-1	Show Acuity
414	1776067	1035526	9	True
415	1780541	1040186	-1	Show Acuity
416	1781927	1041631	4	True
417	1786813	1046721	-1	Show Acuity
418	1788014	1047971	6	True
419	1793620	1053811	-1	Show Acuity
420	1794741	1054979	8	True
421	1798861	1059271	-1	Show Acuity
422	1799820	1060270	8	True
423	1804193	1064826	-1	Show Acuity
424	1805207	1065882	9	True
425	1810000	1070875	-1	Show Acuity
426	1811127	1072049	4	True
427	1815453	1076556	-1	Show Acuity
428	1816547	1077695	3	True
429	1820586	1081903	-1	Show Acuity
430	1821673	1083035	1	True
431	1830393	1092119	-1	Show Acuity
432	1831553	1093328	4	True
433	1835346	1097279	-1	Show Acuity
434	1836339	1098314	5	True
435	1839893	1102016	-1	Show Acuity
436	1840867	1103030	8	True
437	1845092	1107433	-1	Show Acuity
438	1846739	1109148	1	True
439	1850866	1113447	-1	Show Acuity
440	1852292	1114933	5	True
441	1857260	1120108	-1	Show Acuity
442	1858347	1121240	6	True
443	1862832	1125913	-1	Show Acuity
444	1863752	1126871	6	True
445	1866813	1130059	-1	Show Acuity
446	1868146	1131449	0	True
447	1871493	1134935	-1	Show Acuity
448	1872354	1135832	7	True
449	1876519	1140171	-1	Show Acuity
450	1877612	1141310	9	True
451	1881712	1145581	-1	Show Acuity
452	1882912	1146831	9	True
453	1887858	1151984	-1	Show Acuity
454	1888853	1153019	9	True
455	1893526	1157888	-1	Show Acuity
456	1894505	1158908	6	True
457	1898026	1162575	-1	Show Acuity
458	1899052	1163644	8	True
459	1909253	1174271	-1	Show Acuity
460	1910872	1175958	0	False
461	1914538	1179777	-1	Show Acuity
462	1915605	1180889	5	True
463	1920898	1186402	-1	Show Acuity
464	1922826	1188411	5	True
465	1926845	1192598	-1	Show Acuity
466	1928011	1193813	3	True
467	1931999	1197967	-1	Show Acuity
468	1933912	1199960	2	False
469	1938111	1204334	-1	Show Acuity
470	1939011	1205272	2	True
471	1942398	1208800	-1	Show Acuity
472	1945059	1211572	5	True
473	1950098	1216821	-1	Show Acuity
474	1951231	1218002	4	True
475	1955345	1222287	-1	Show Acuity
476	1956612	1223608	7	True
477	1962624	1229871	-1	Show Acuity
478	1963685	1230976	3	True
479	1967871	1235336	-1	Show Acuity
480	1969125	1236642	5	True
481	1973372	1241066	-1	Show Acuity
482	1975091	1242857	2	True
483	1978984	1246913	-1	Show Acuity
484	1980138	1248115	6	True
485	1983404	1251518	-1	Show Acuity
486	1984384	1252538	9	True
487	1988617	1256949	-1	Show Acuity
488	1989738	1258116	5	True
489	1994250	1262817	-1	Show Acuity
490	1995678	1264304	9	True
491	1998824	1267581	-1	Show Acuity
492	2000044	1268852	2	True
493	2005024	1274040	-1	Show Acuity
494	2006271	1275339	4	True
495	2009319	1278515	-1	Show Acuity
496	2010544	1279790	2	True
497	2014217	1283617	-1	Show Acuity
498	2015044	1284478	4	True
499	2018770	1288360	-1	Show Acuity
500	2020764	1290437	1	False
501	2024230	1294048	-1	Show Acuity
502	2025417	1295284	8	True
503	2029624	1299667	-1	Show Acuity
504	2030923	1301020	0	False
505	2036397	1306723	-1	Show Acuity
506	2037824	1308209	3	True
507	2041243	1311771	-1	Show Acuity
508	2043270	1313882	9	True
509	2046510	1317257	-1	Show Acuity
510	2047856	1318660	7	True
511	2053990	1325050	-1	Show Acuity
512	2055063	1326168	2	True
513	2059283	1330564	-1	Show Acuity
514	2060469	1331800	7	True
515	2064349	1335842	-1	Show Acuity
516	2066056	1337620	0	True
517	2069929	1341655	-1	Show Acuity
518	2071190	1342968	0	False
519	2074856	1346787	-1	Show Acuity
520	2076016	1347995	1	True
521	2079296	1351412	-1	Show Acuity
522	2081496	1353704	9	True
523	2085403	1357774	-1	Show Acuity
524	2086943	1359378	8	True
525	2091163	1363774	-1	Show Acuity
526	2092623	1365295	2	True
527	2097683	1370566	-1	Show Acuity
528	2098770	1371699	4	True
529	2102656	1375747	-1	Show Acuity
530	2103976	1377122	1	True
531	2107743	1381046	-1	Show Acuity
532	2109122	1382484	0	True
533	2112729	1386241	-1	Show Acuity
534	2114096	1387665	7	True
535	2118115	1391852	-1	Show Acuity
536	2119191	1392972	2	True
537	2123176	1397124	-1	Show Acuity
538	2124223	1398214	6	True
539	2127709	1401846	-1	Show Acuity
540	2128709	1402888	1	True
541	2131915	1406228	-1	Show Acuity
542	2132856	1407208	1	True
543	start	2135622	1410089.60	PostDynamicAcuity
544	2592762	1886312	-1	Show Acuity
545	2593869	1887465	3	True
546	2601936	1895868	-1	Show Acuity
547	2603129	1897111	4	True
548	2607149	1901299	-1	Show Acuity
549	2608436	1902640	2	True
550	2611235	1905556	-1	Show Acuity
551	2612482	1906855	3	True
552	2615169	1909654	-1	Show Acuity
553	2616395	1910931	3	True
554	2624709	1919592	-1	Show Acuity
555	2626248	1921196	0	False
556	2629688	1924779	-1	Show Acuity
557	2630802	1925939	6	True
558	2633162	1928398	-1	Show Acuity
559	2634308	1929592	0	False
560	2636748	1932135	-1	Show Acuity
561	2638495	1933954	7	True
562	2641222	1936794	-1	Show Acuity
563	2642595	1938225	1	True
564	2644509	1940218	-1	Show Acuity
565	2645641	1941398	7	True
566	2648208	1944072	-1	Show Acuity
567	2649482	1945400	1	True
568	2651549	1947552	-1	Show Acuity
569	2652768	1948822	5	True
570	2655248	1951406	-1	Show Acuity
571	2656395	1952600	3	True
572	2659222	1955545	-1	Show Acuity
573	2660421	1956795	4	True
574	2662894	1959372	-1	Show Acuity
575	2664169	1960699	8	True
576	2667595	1964268	-1	Show Acuity
577	2668701	1965421	6	True
578	2671122	1967943	-1	Show Acuity
579	2672214	1969081	8	True
580	2674814	1971789	-1	Show Acuity
581	2676021	1973046	8	True
582	2678528	1975657	-1	Show Acuity
583	2679782	1976964	7	True
584	2683328	1980658	-1	Show Acuity
585	2684348	1981720	6	True
586	2686408	1983866	-1	Show Acuity
587	2687495	1985000	7	True
588	2689561	1987151	-1	Show Acuity
589	2690587	1988221	5	True
590	2693427	1991179	-1	Show Acuity
591	2694614	1992416	3	True
592	2697501	1995422	-1	Show Acuity
593	2699221	1997214	0	True
594	2701641	1999735	-1	Show Acuity
595	2702767	2000909	9	True
596	2705914	2004187	-1	Show Acuity
597	2706987	2005305	4	True
598	2709301	2007715	-1	Show Acuity
599	2710374	2008833	6	True
600	2713334	2011917	-1	Show Acuity
601	2714255	2012875	8	True
602	2716874	2015604	-1	Show Acuity
603	2718100	2016882	8	True
604	2721360	2020278	-1	Show Acuity
605	2722487	2021452	9	True
606	2724834	2023896	-1	Show Acuity
607	2726607	2025744	4	True
608	2729327	2028577	-1	Show Acuity
609	2730407	2029702	3	True
610	2732654	2032043	-1	Show Acuity
611	2733694	2033126	1	True
612	2735561	2035072	-1	Show Acuity
613	2736474	2036022	4	True
614	2739347	2039016	-1	Show Acuity
615	2740361	2040071	5	True
616	2742714	2042523	-1	Show Acuity
617	2743720	2043571	8	True
618	2745734	2045669	-1	Show Acuity
619	2746840	2046821	1	True
620	2748727	2048787	-1	Show Acuity
621	2749634	2049732	5	True
622	2751454	2051627	-1	Show Acuity
623	2752454	2052669	6	True
624	2754641	2054948	-1	Show Acuity
625	2755540	2055885	6	True
626	2758067	2058517	-1	Show Acuity
627	2759447	2059955	0	True
628	2762233	2062857	-1	Show Acuity
629	2763300	2063968	7	True
630	2765587	2066350	-1	Show Acuity
631	2766606	2067413	9	True
632	2768686	2069580	-1	Show Acuity
633	2770173	2071129	9	True
634	2773780	2074886	-1	Show Acuity
635	2774846	2075997	9	True
636	2778147	2079435	-1	Show Acuity
637	2779127	2080456	6	True
638	2781653	2083088	-1	Show Acuity
639	2782641	2084116	8	True
640	2785466	2087060	-1	Show Acuity
641	2786787	2088435	0	False
642	2789053	2090797	-1	Show Acuity
643	2790174	2091964	5	True
644	2792100	2093970	-1	Show Acuity
645	2793113	2095026	5	True
646	2796240	2098283	-1	Show Acuity
647	2797227	2099312	3	True
648	2799860	2102054	-1	Show Acuity
649	2801160	2103408	2	False
650	2804213	2106589	-1	Show Acuity
651	2805219	2107637	2	True
652	2807999	2110533	-1	Show Acuity
653	2809106	2111686	5	True
654	2812180	2114888	-1	Show Acuity
655	2813219	2115971	4	True
656	2816306	2119187	-1	Show Acuity
657	2817372	2120298	7	True
658	2820153	2123194	-1	Show Acuity
659	2821526	2124625	3	True
660	2823806	2127000	-1	Show Acuity
661	2824806	2128041	5	True
662	2826779	2130097	-1	Show Acuity
663	2828653	2132049	2	True
664	2831420	2134932	-1	Show Acuity
665	2832526	2136083	6	True
666	2835372	2139049	-1	Show Acuity
667	2836919	2140660	9	True
668	2839612	2143466	-1	Show Acuity
669	2840766	2144667	5	True
670	2843726	2147751	-1	Show Acuity
671	2844965	2149043	9	True
672	2847212	2151383	-1	Show Acuity
673	2848292	2152508	2	True
674	2850839	2155161	-1	Show Acuity
675	2851867	2156232	4	True
676	2854625	2159106	-1	Show Acuity
677	2855765	2160293	2	True
678	2857979	2162599	-1	Show Acuity
679	2859165	2163835	4	True
680	2861898	2166682	-1	Show Acuity
681	2863052	2167884	1	True
682	2864959	2169871	-1	Show Acuity
683	2866252	2171218	8	True
684	2868578	2173641	-1	Show Acuity
685	2869792	2174905	0	False
686	2872425	2177649	-1	Show Acuity
687	2873625	2178899	3	True
688	2876258	2181642	-1	Show Acuity
689	2877599	2183039	9	True
690	2880678	2186246	-1	Show Acuity
691	2881845	2187462	7	True
692	2883972	2189677	-1	Show Acuity
693	2885052	2190803	2	True
694	2887798	2193663	-1	Show Acuity
695	2889072	2194991	7	True
696	2891266	2197276	-1	Show Acuity
697	2892572	2198636	0	True
698	2894792	2200949	-1	Show Acuity
699	2895892	2202095	0	False
700	2898678	2204997	-1	Show Acuity
701	2899758	2206123	1	True
702	2902898	2209394	-1	Show Acuity
703	2904098	2210644	9	True
704	2906398	2213039	-1	Show Acuity
705	2907738	2214436	8	True
706	2909644	2216421	-1	Show Acuity
707	2910771	2217595	2	True
708	2913778	2220727	-1	Show Acuity
709	2914858	2221852	4	True
710	2921911	2229200	-1	Show Acuity
711	2922911	2230242	1	True
712	2926058	2233520	-1	Show Acuity
713	2927338	2234853	0	True
714	2935878	2243750	-1	Show Acuity
715	2936891	2244805	7	True
716	2939305	2247320	-1	Show Acuity
717	2940457	2248521	2	True
718	2942451	2250597	-1	Show Acuity
719	2943891	2252097	6	True
720	2945818	2254105	-1	Show Acuity
721	2947044	2255382	1	False
722	2949198	2257626	-1	Show Acuity
723	2951197	2259709	1	False

